Key,English,Portuguese
internal.locale,en_US,pt_BR
internal.language,English,Português
internal.version,1,1
COMMAND.API.BADUSAGE,&cInvalid command usage!,&cUtilização de comando inválido!
COMMAND.API.USAGE,USAGE: %s,Utilização: %s
COMMAND.API.REQUIREMENTS.INVALIDPLAYER,&cThis command cannot be used by players.,&cEste comando não pode ser utilizado por jogadores.
COMMAND.API.REQUIREMENTS.INVALIDCONSOLE,&cThis command cannot be used by the console.,&cEste comando não pode ser utilizado pelo console.
COMMAND.API.REQUIREMENTS.INVALIDREMOTE,&cThis command cannot be used by RCON.,&cEste comando não pode ser utilizado remotamente.
COMMAND.API.REQUIREMENTS.INVALIDBLOCK,&cThis command cannot be used by command blocks.,&cEste comando não pode ser utilizado pelo bloco de comandos.
COMMAND.API.REQUIREMENTS.NOPERMISSION,&cYou do not have the permission required for this command: &6%s,&cVocê não tem as permissões necessárias para executar este comando: &6%s
COMMAND.ROOT.DESCRIPTION,Show information about the plugin and authors.,Exibir informações sobre o plugin e seus autores.
COMMAND.ROOT.DETAILS,&7Running &6%s &cv%s&7.<br>&7Use &6%s &7to view available commands.,&7Executando &6%s &cv%s&7.<br>&7Utilize &6%s &7para ver comandos disponíveis.
COMMAND.BALANCE.DESCRIPTION,"Show wallet address, eth, enj, and token balances.","Exibir endereço da carteira, ETH, ENJ e saldo de tokens."
COMMAND.BALANCE.WALLETADDRESS,&6Wallet Address: &d%s,&6Endereço da carteira: &d%s
COMMAND.BALANCE.IDENTITYID,&6Identity ID: &d%s,&6ID da Identidade: &d%s
COMMAND.BALANCE.ENJBALANCE,&a[ %s ENJ ],&a[ %s ENJ ]
COMMAND.BALANCE.ETHBALANCE,&a[ %s ETH ],&a[ %s ETH ]
COMMAND.BALANCE.TOKENDISPLAY,&6%s. &5%s &a(qty. %s),&6%s. &5%s &a(qty. %s)
COMMAND.BALANCE.NOTOKENS,&l&6No tokens found in your wallet.,&l&6Nenhum token encontrado em sua carteira.
COMMAND.BALANCE.TOKENCOUNT,&l&6Found %s tokens in your wallet.,&l&6Encontrados %s tokens em sua carteira.
COMMAND.HELP.DESCRIPTION,Show list of commands with their usage.,Exibir lista de comandos e sua utilização.
COMMAND.LINK.DESCRIPTION,Show linking code or linked address.,Exibir código de vinculação ou endereço vinculado.
COMMAND.LINK.NULLWALLET,&cUnable to show your wallet address.,&cNão foi possível exibir o endereço da sua carteira.
COMMAND.LINK.SHOWWALLET,&aYour account is linked to the wallet address: &6%s,&aSua conta está vinculada ao endereço de carteira: &6%s
COMMAND.LINK.NULLCODE,&cUnable to show your identity linking code.,&cNão foi possível exibir seu código de vinculação de identidade.
COMMAND.LINK.INSTRUCTIONS.1,&6To link your account follow the steps below:,&6Siga o passo a passo abaixo para vincular sua conta:
COMMAND.LINK.INSTRUCTIONS.2,&7Download the Enjin Wallet app for Android or iOS,&7Faça o download da Carteira Enjin para Android ou iOS
COMMAND.LINK.INSTRUCTIONS.3,&7Browse to the Linked Apps section,&7Navegue até a seção de aplicações ligadas
COMMAND.LINK.INSTRUCTIONS.4,&7Click the 'LINK APP' button,&7Pressione o botão 'LIGAR APLICAÇÃO'
COMMAND.LINK.INSTRUCTIONS.5,&7Select the wallet you wish to link,&7Selecione a carteira no qual você deseja vincular
COMMAND.LINK.INSTRUCTIONS.6,&7Enter the identity linking code shown below,&7Introduza o código de vinculação de identidade exibido abaixo
COMMAND.LINK.INSTRUCTIONS.7,&aLink Code: &6%s,&aCódigo de identidade: &6%s
COMMAND.DEVSEND.DESCRIPTION,Send a token from the developer wallet to a player.,Envie um token da carteira de desenvolvedor para um jogador.
COMMAND.DEVSEND.INVALIDAMOUNT,&cA valid amount to send must be specified.,&cUma quantidade válida para enviar deve ser especificada.
COMMAND.DEVSEND.INVALIDTOKEN,&cA valid id for the token must be specified.,&cUm token id válido deve ser especificado.
COMMAND.SEND.DESCRIPTION,Send the held token to another player.,Enviar o token para outro jogador.
COMMAND.SEND.SUBMITTED,&aSend request submitted successfully. Please confirm the request in your wallet app.,"&aSolicitação de envio registrada com sucesso. Por favor, confirme a solicitação em sua carteira."
COMMAND.SEND.MUSTHOLDITEM,&cYou must hold the tokenized item you wish to send.,&cVocê deve ter o item tokenizado que deseja enviar.
COMMAND.SEND.ITEMNOTTOKEN,&cThe held item is not associated with a token.,&cEste item não está vinculado a nenhum token.
COMMAND.SEND.DOESNOTHAVETOKEN,&cYou can not send a token you do not have.,&cVocê não pode enviar um token que não possui.
COMMAND.CONF.DESCRIPTION,Perform operations on the plugin configuration.,Executar operações na configuração do plug-in.
COMMAND.CONF.SET.DESCRIPTION,Set new value for config option.,Definir novo valor para a opção de configuração.
COMMAND.CONF.SET.LANG.DESCRIPTION,Set the default language to use.,Definir o idioma de utilização padrão.
COMMAND.CONF.SET.LANG.NOTFOUND,&cThat is not a valid language option.,&cEsta não é uma opção de idioma válida.
COMMAND.CONF.SET.LANG.SUCCESS,&aYou have set the server language to &6%s!,&aVocê definiu o idioma do servidor para&6%s!
COMMAND.TOKEN.DESCRIPTION,Perform operations on token definitions.,Execute operações nas definições do token.
COMMAND.TOKEN.CREATE.DESCRIPTION,Add a token definition for the held item and provided id to the config.,Adicione uma definição de token para o item e id fornecido para a configuração.
COMMAND.TOKEN.CREATE.SUCCESS,&aToken created.,&aToken criado.
COMMAND.TOKEN.CREATE.FAILED,&cToken was not created.,&cToken não foi criado.
COMMAND.TOKEN.CREATE.DUPLICATE,&cToken id already exists.,&cEste token id já existe.
COMMAND.TOKEN.UPDATE.DESCRIPTION,Update a token's definition with the held item and the token's id.,Atualize a definição de um token com o item e o ID do token.
COMMAND.TOKEN.UPDATE.SUCCESS,&aToken updated.,&aToken atualizado.
COMMAND.TOKEN.UPDATE.FAILED,&cToken was not updated.,&cToken não foi atualizado.
COMMAND.TOKEN.TOINV.DESCRIPTION,Add a non-tokenized copy of the token to your inventory.,Adicione uma cópia não tokenizada do token em seu inventário.
COMMAND.TOKEN.TOINV.SUCCESS,&aThe item was added to your inventory.,&aO item foi adicionado em seu inventário.
COMMAND.TOKEN.TOINV.FAILED,&cNo space in inventory to add the item to.,&cNão há espaço no inventário para adicionar o item.
COMMAND.TOKEN.NICKNAME.DESCRIPTION,Add a nickname to a token for command usages.,Adicione um apelido a um token para usos do comando.
COMMAND.TOKEN.NICKNAME.SUCCESS,&aToken nickname added.,&aApelido de token adicionado.
COMMAND.TOKEN.NICKNAME.DUPLICATE,&cToken nickname already exists.,&cEste apelido de token já existe.
COMMAND.TOKEN.NICKNAME.HAS,&cThe token already has the nickname.,&cO token já tem o apelido.
COMMAND.TOKEN.ADDPERM.DESCRIPTION,Add a permission to a token by referencing the token's id.,Adicione a permissão de um token referenciando o ID deste token.
COMMAND.TOKEN.ADDPERM.PERMADDED,&aPermission added to token.,&aPermissão adicionada ao token.
COMMAND.TOKEN.ADDPERM.PERMREJECTED,&cPermission is blacklisted for tokens.,&cPermissão está na lista negra para tokens.
COMMAND.TOKEN.ADDPERM.DUPLICATEPERM,&cPermission already on token.,&cPermissão já está no token.
COMMAND.TOKEN.REVOKEPERM.DESCRIPTION,Remove a permission from a token by referencing the token's id.,Remova a permissão de um token referenciando o ID deste token.
COMMAND.TOKEN.REVOKEPERM.PERMREVOKED,&aPermission removed from token.,&aPermissão removida do token.
COMMAND.TOKEN.REVOKEPERM.PERMNOTONTOKEN,&cPermission not found on token.,&cPermissão não encontrada no token.
COMMAND.TOKEN.NOSUCHTOKEN,&cToken not found.,&cToken não encontrado.
COMMAND.TOKEN.NOHELDITEM,&cMust hold an item to use as a token.,&cDeve ter um item para usá-lo como token.
COMMAND.TRADE.DESCRIPTION,Show help for trade sub-commands.,Exibir ajuda para sub comandos de troca.
COMMAND.TRADE.INVITE.DESCRIPTION,Invite a player to trade tokens.,Convidar um jogador para trocar tokens.
COMMAND.TRADE.ACCEPT.DESCRIPTION,Accept another player's trade invite.,Aceitar o convite de troca de outro jogador.
COMMAND.TRADE.DECLINE.DESCRIPTION,Decline another player's trade invite.,Recusar o convite de troca de outro jogador.
COMMAND.TRADE.NOOPENINVITE,&cNo open trade invite from &6%s,&cNenhum convite de troca feito por &6%s
COMMAND.TRADE.DECLINED.SENDER,&aYou have declined &6%s's &atrade invite.,&aVocê recusou o convite de troca de &6%s's &a.
COMMAND.TRADE.DECLINED.TARGET,&6%s &chas declined your trade invite.,&6%s &chas recusou seu convite de troca.
COMMAND.TRADE.ALREADYINVITED,&cYou have already invited &6%s &cto trade.,&cVocê já convidou &6%s &cpara trocar.
COMMAND.TRADE.WANTSTOTRADE,&6%s &awants to trade with you.,&6%s &aQuer trocar com você.
COMMAND.TRADE.INVITESENT,&aTrade invite sent to &6%s!,&aConvite de troca enviado para &6%s!
COMMAND.TRADE.INVITEDTOTRADE,&6%s &7has invited you to trade.,&6%s &7Te convidou para trocar.
COMMAND.TRADE.CONFIRM.ACTION,&6Please confirm the trade in your wallet app.,"&6Por favor, confirme a troca no seu aplicativo de carteira."
COMMAND.TRADE.CONFIRM.WAIT,&6Please wait while the other player confirms the trade.,"&6Por favor, aguarde enquanto o outro jogador confirma a troca."
COMMAND.TRADE.COMPLETE,&6Your trade is complete!,&6Sua troca foi realizada com sucesso!
COMMAND.UNLINK.DESCRIPTION,Removes link between wallet and player account.,Remove o vínculo entre a carteira e a conta do jogador.
COMMAND.UNLINK.SUCCESS,&aThe wallet has been unlinked from your account!,&aA carteira foi desvinculada de sua conta!
COMMAND.WALLET.DESCRIPTION,"Open your wallet inventory to view, check out, and return items.","Abra o inventário da sua carteira para visualizar, retirar e devolver itens."
HINT.LINK,&cType &6'/enj link' &cfor instructions on how to link your Enjin Wallet.,&cDigite &6'/enj link' &cpara receber instruções de como vincular a sua Carteira Enjin.
IDENTITY.NOTLOADED,&cYour player data is loading. Try again momentarily.,&cAs informações de seu jogador estão carregando. Tente novamente em alguns momentos.
ERRORS.EXCEPTION,&cERROR: &7%s,&cERRO: &7%s
ERRORS.CHOOSEOTHERPLAYER,&cYou must specify a player other than yourself.,&cVocê precisa especificar um jogador que não seja você mesmo.
ERRORS.PLAYERNOTONLINE,&6%s &cis not online.,&6%s &cnão está online.
MISC.NEWLINE,,
WALLET.NOTLINKED.SELF,&cYou have not linked a wallet to your identity.,&cVocê não vinculou uma carteira à sua identidade.
WALLET.NOTLINKED.OTHER,&6%s &chas not linked a wallet.,&6%s &cNão vinculou uma carteira.
WALLET.ALLOWANCENOTSET,&cYou must confirm the approve request in your wallet before you can send or trade tokens.,&cVocê deve aprovar a solicitação de utilização em sua carteira antes de poder enviar ou trocar tokens.